name,tier,tier_name,iclevel,region,state,cfips,county,female,k_married,mr_kq5_pq1,mr_ktop1_pq1,par_mean,par_median,par_rank,par_q1,par_q2,par_q3,par_q4,par_q5,par_top10pc,par_top5pc,par_top1pc,par_toppt1pc
California State University - Long Beach,5,Selective public,1,4,CA,6037,Los Angeles,0.64032125,0.51371813,0.044307064,0.000349687,116773.1328,85800,0.613430921,0.11606012,0.14865015,0.16266367,0.20915568,0.36347038,0.19052388,0.077225655,0.01184576,0.001509195
California State University - Los Angeles,5,Selective public,1,4,CA,6037,Los Angeles,0.62447017,0.39761055,0.09918455,0.000276924,52114.62349,36600,0.372024361,0.33116928,0.26438552,0.18986,0.11652577,0.09805952,0.041263379,0.011098951,0.001559809,6.74E-07
California State University - Monterey Bay,5,Selective public,1,4,CA,6053,Monterey,0.58884299,0.50071526,0.033873096,0.001034727,123045.047,93200,0.641400318,0.10497926,0.13239628,0.15644029,0.20848399,0.39770016,0.22675908,0.1093564,0.013763507,0.0010498
California State University - Northridge,5,Selective public,1,4,CA,6037,Los Angeles,0.58629012,0.45996237,0.063248597,0.001425367,84829.51677,61100,0.513859183,0.19794104,0.19629784,0.18537886,0.18028662,0.24009569,0.11704207,0.049181789,0.006706683,0.000587623
California State University - San Bernardino,5,Selective public,1,4,CA,6071,San Bernardino,0.64688855,0.53637075,0.043982204,0.001144283,82251.9873,69800,0.550327799,0.1409772,0.18307646,0.19846117,0.23630543,0.24117965,0.092962489,0.026474113,0.003854447,8.53E-05
California State University - San Marcos,5,Selective public,1,4,CA,6073,San Diego,0.61340606,0.61089116,0.020967012,0,128226.3448,93600,0.639580581,0.090011165,0.13894205,0.15453355,0.22530757,0.39120561,0.19110648,0.091325521,0.022104999,0.001577192
California State University - Stanislaus,5,Selective public,1,4,CA,6099,Stanislaus,0.66887784,0.63860941,0.038550034,4.54E-05,83972.02921,72300,0.557670304,0.13350467,0.17355491,0.19659412,0.25122407,0.24512222,0.093872853,0.037738215,0.003291034,2.43E-05
California University Of Pennsylvania,5,Selective public,1,1,PA,42125,Washington,0.51052445,0.60840291,0.014919632,0,81707.01576,73800,0.575098366,0.090004377,0.13768844,0.27055866,0.30174029,0.20000823,0.062911868,0.01996801,0.002812641,5.50E-06
Calvin College,6,Selective private,1,2,MI,26081,Kent,0.56354451,0.81562275,0.009820819,0.000457066,158432.857,111500,0.745197286,0.030876394,0.056796633,0.13232778,0.27631983,0.50367945,0.30306125,0.18098135,0.02846574,0.002173261
Cambria Rowe Business College,11,Two-year for-profit,2,1,PA,42021,Cambria,0.88235295,0.621225,0.00550735,0.000328167,53077.62808,46800,0.376446505,0.21967047,0.24170075,0.33323735,0.17559072,0.029800795,0.013979586,0.007677534,0.002239927,8.39E-05
Camden County College,9,Two-year (public and private not-for-profit),2,1,NJ,34007,Camden,0.53799486,0.41130802,0.015779516,0.000305582,84978.57228,74000,0.566041143,0.12293932,0.16760525,0.20167278,0.27353388,0.23424874,0.087329403,0.027791584,0.003310551,0.000266666
Cameron University,5,Selective public,1,3,OK,40031,Comanche,0.53039598,0.55942601,0.029703129,0.001677503,62172.31258,56400,0.481359281,0.17239676,0.20947668,0.26291209,0.2447042,0.1105102,0.035045482,0.009597707,0.00044043,1.95E-05
Campbell University,6,Selective private,1,3,NC,37085,Harnett,0.42536232,0.59491992,0.03085978,0.000346685,88538.40074,69900,0.555895877,0.1158799,0.18077743,0.23103023,0.24951646,0.22279599,0.095774233,0.04132767,0.008060632,0.000382166
Campbellsville University,6,Selective private,1,3,KY,21217,Taylor,0.52857143,0.70021641,0.017751163,3.81E-05,81438.70313,68100,0.557174007,0.11893585,0.16507995,0.24760121,0.27323985,0.19514333,0.049577087,0.020167228,0.006534653,0.000135107
Canisius College,6,Selective private,1,1,NY,36029,Erie,0.5196529,0.58797967,0.023605259,0.002046192,121289.8098,94200,0.652200207,0.071293145,0.10507509,0.16680041,0.28605044,0.370781,0.18801051,0.076502308,0.01331933,0.002567262
Cape Cod Community College,9,Two-year (public and private not-for-profit),2,1,MA,25001,Barnstable,0.55615699,0.41886306,0.020884961,1.85E-05,88195.67496,67700,0.550520988,0.12728192,0.17531303,0.23559141,0.24986227,0.21195138,0.091187112,0.0415405,0.007412402,0.000423891
Cape Fear Community College,9,Two-year (public and private not-for-profit),2,3,NC,37129,New Hanover,0.48332822,0.4474085,0.012022532,0.000602807,99258.4688,70800,0.554723336,0.14731146,0.16736747,0.2066783,0.23247904,0.24616371,0.11906999,0.054992661,0.012168288,0.001511823
Capital Area Technical College,9,Two-year (public and private not-for-profit),2,3,LA,22033,East Baton Rouge,0.46017516,0.4099004,0.0345123,0.000345425,56711.81771,44300,0.413792064,0.28281465,0.23137125,0.20995346,0.18678513,0.08907555,0.025890276,0.007106571,0.001668637,0.000159087
Capital Community College,9,Two-year (public and private not-for-profit),2,1,CT,9003,Hartford,0.63393807,0.2546708,0.025499053,7.62E-05,57093.28588,46200,0.439545373,0.24232808,0.2557846,0.21313944,0.17853197,0.11021597,0.029890476,0.010337913,0.000523399,0.000115952
Capital University,6,Selective private,1,2,OH,39049,Franklin,0.59396917,0.64336526,0.009138025,0.00071574,100713.1129,84100,0.622985872,0.059900701,0.12165917,0.23186505,0.31657332,0.2700018,0.12547885,0.0597906,0.006037997,0.000744154
Capri Institute Of Hair Design,12,Less than two-year schools of any type,3,1,NJ,34031,Passaic,0.9054054,0.42510119,0,0,88817.82214,73100,0.548289095,0.13678579,0.15935075,0.21548185,0.25929794,0.22908378,0.10484562,0.042244889,0.011487735,0.000123234
Cardinal Stritch University,6,Selective private,1,2,WI,55079,Milwaukee,0.73815459,0.55637735,0.019627208,2.71E-05,98632.30558,88400,0.636148524,0.06064821,0.13707976,0.18602103,0.32649469,0.28975618,0.1055602,0.043101437,0.009693495,4.38E-05
Carl Albert State College,9,Two-year (public and private not-for-profit),2,3,OK,40079,Le Flore,0.57831323,0.5834372,0.0251335,0.000694669,53883.02962,45700,0.406020396,0.2442392,0.25811976,0.25155908,0.1938452,0.052236792,0.015146689,0.008317857,0.000873075,0.000131177
Carl Sandburg College,9,Two-year (public and private not-for-profit),2,2,IL,17095,Knox,0.57429719,0.48297176,0.014573389,0,64202.55599,59300,0.490578383,0.13433078,0.20752579,0.31894571,0.25417316,0.08502458,0.021242369,0.005760402,0.001648013,0.0001292
Carleton College,2,Other elite schools (public and private),1,2,MN,27131,Rice,0.52481753,0.5659492,0.013661893,0.001484305,258017.3434,152000,0.809342706,0.025803708,0.044767044,0.10180618,0.1799393,0.64768386,0.50722992,0.35095957,0.083253548,0.006676727
Carlow University,6,Selective private,1,1,PA,42003,Allegheny,0.95319152,0.57778484,0.025027391,3.82E-06,84554.05997,66100,0.533131396,0.11994018,0.1880558,0.24406874,0.30436948,0.14356571,0.055962663,0.035848871,0.007193195,0.002215779
Carnegie Mellon University,2,Other elite schools (public and private),1,1,PA,42003,Allegheny,0.3855198,0.544034,0.021873826,0.00463903,221109.1144,134400,0.769309399,0.041113149,0.063759454,0.10588012,0.17903905,0.61020833,0.43507624,0.27107131,0.063818529,0.0058263
Carrington College California,11,Two-year for-profit,2,4,CA,6067,Sacramento,0.91599542,0.35820326,0.0170296,3.84E-05,59022.17318,47900,0.434762945,0.24452606,0.23059273,0.22426392,0.1982515,0.10236586,0.03822273,0.012257671,0.003556466,0.000224729
Carrington College of Mesa - AZ,11,Two-year for-profit,2,4,AZ,4013,Maricopa,0.87958115,0.32555488,0.006618644,8.64E-05,53505.63021,40200,0.373857975,0.28016749,0.30743748,0.22439033,0.13369836,0.054306261,0.029308438,0.015402258,0.001620687,0.0001292
Carrington College of Spokane Valley - WA,11,Two-year for-profit,2,4,WA,53063,Spokane,0.91666669,0.50283796,0.01351331,0.000115167,60433.70964,46500,0.400289486,0.25930279,0.22096317,0.27490994,0.16180898,0.083014935,0.028415859,0.012964339,0.003631798,0.000352587
Carroll College,6,Selective private,1,4,MT,30049,Lewis And Clark,0.59597808,0.65444183,0.018208114,0.001446164,127585.1406,89700,0.651448985,0.051360957,0.12489415,0.20099777,0.28378326,0.33896393,0.19374813,0.10192162,0.022834662,0.001765703
Carroll Community College,9,Two-year (public and private not-for-profit),2,3,MD,24013,Carroll,0.55299538,0.55855173,0.005965789,9.58E-06,98088.84285,92100,0.66194862,0.048945755,0.10061576,0.16961169,0.35729235,0.32353452,0.10671602,0.030255614,0.001546493,8.48E-05
Carroll University,6,Selective private,1,2,WI,55133,Waukesha,0.66409862,0.65760481,0.006412858,0,127266.4539,95000,0.68125054,0.03072205,0.10085366,0.17404152,0.33599982,0.35838294,0.14261928,0.068896413,0.012602638,0.001526706
Carson - Newman University,6,Selective private,1,3,TN,47089,Jefferson,0.556701,0.71554041,0.015280725,0,104330.286,79100,0.606765909,0.094424881,0.14956883,0.19862038,0.25735521,0.30003074,0.13303269,0.082210466,0.013305694,6.85E-05
Carteret Community College,9,Two-year (public and private not-for-profit),2,3,NC,37031,Carteret,0.59727889,0.48026693,0.006347382,1.40E-05,64074.68568,50300,0.437157746,0.22251683,0.23234969,0.25444347,0.19990294,0.090787068,0.035381749,0.018304359,0.004792506,5.40E-05
Carthage College,6,Selective private,1,2,WI,55059,Kenosha,0.54138702,0.65185201,0.010403308,0,137183.9071,101600,0.700249271,0.036779426,0.090390369,0.15242238,0.29606289,0.42434502,0.21634623,0.10749059,0.021702733,0.002839561
Cascadia Community College,9,Two-year (public and private not-for-profit),2,4,WA,53033,King,0.43391812,0.47287187,0.006026562,0,128951.5746,97300,0.697375024,0.036046792,0.076653592,0.17955746,0.31665862,0.3910836,0.19482285,0.086692058,0.009164978,0.002266359
Case Western Reserve University,2,Other elite schools (public and private),1,2,OH,39035,Cuyahoga,0.38777414,0.62533736,0.017887011,0.001801719,166132.0251,118200,0.746777739,0.032713771,0.065086842,0.13811813,0.22673118,0.53735012,0.34867886,0.18254972,0.035472538,0.001884189
Casper College,9,Two-year (public and private not-for-profit),2,4,WY,56025,Natrona,0.53201634,0.59453791,0.020936957,0,81143.84787,68000,0.541952207,0.10919309,0.18361907,0.25979316,0.29325175,0.15414283,0.050356664,0.031829525,0.003441497,0.000229052
Catawba College,6,Selective private,1,3,NC,37159,Rowan,0.51546389,0.58018452,0.012521857,8.01E-05,109748.8177,94000,0.671118339,0.057591319,0.10645448,0.16991085,0.30527252,0.36077085,0.16898884,0.07633201,0.011009105,0.000252983
Catawba Valley Community College,9,Two-year (public and private not-for-profit),2,3,NC,37035,Catawba,0.52512819,0.54109466,0.005654254,3.62E-06,72115.67584,63800,0.516162621,0.11952283,0.21266836,0.26205543,0.27541748,0.13033584,0.042140376,0.01840383,0.003674374,2.22E-05
Catholic University Of America ,6,Selective private,1,3,DC,11001,District Of Columbia,0.53467155,0.59243506,0.008010637,0.000637198,187760.4099,133000,0.785614233,0.021016385,0.060633816,0.10091512,0.18843681,0.62899792,0.40868708,0.22411644,0.040084183,0.003613418
Cayuga Community College - SUNY Office Of Community College,9,Two-year (public and private not-for-profit),2,1,NY,36011,Cayuga,0.52403563,0.44816679,0.011292894,7.33E-06,69391.90452,64300,0.5156969,0.1240641,0.21536149,0.24182761,0.28793526,0.13081159,0.037973423,0.008233442,0.001469095,3.29E-05
Cazenovia College,6,Selective private,1,1,NY,36053,Madison,0.71875,0.49504784,0.01259689,0.000142379,95134.14936,64200,0.533070892,0.12061559,0.19898008,0.2462576,0.23461571,0.19953109,0.090722769,0.035306986,0.005991344,0.00173687
Cecil College,9,Two-year (public and private not-for-profit),2,3,MD,24015,Cecil,0.56896549,0.5087713,0.011928402,7.56E-05,80102.83594,76500,0.588526766,0.087681137,0.14032085,0.23003294,0.31026056,0.23170453,0.061187539,0.010509158,0.000505221,0.000258501
Cedarville University,6,Selective private,1,2,OH,39057,Greene,0.54532903,0.79368979,0.00879315,0,137350.9576,99500,0.708656335,0.030670013,0.073821887,0.17989478,0.30830991,0.40730336,0.214444,0.10191631,0.018593667,0.002061249
Centenary College,6,Selective private,1,1,NJ,34041,Warren,0.71608043,0.5212599,0.01035414,2.86E-05,128253.9997,94300,0.637524165,0.094194345,0.12193993,0.16364361,0.24488769,0.37533441,0.19480158,0.092335589,0.017597042,0.00250638
Centenary College Of Louisiana,6,Selective private,1,3,LA,22017,Caddo,0.61896551,0.63157952,0.014953231,0,152373.3074,100300,0.687814248,0.054169897,0.10251924,0.15815777,0.25067794,0.43447506,0.27578178,0.13763911,0.028977057,0.004854712
Center For Employment Training,12,Less than two-year schools of any type,3,4,CA,6085,Santa Clara,0.55517244,0.32362455,0.01181031,8.97E-05,39084.00911,29300,0.276594768,0.42773962,0.33106402,0.16342795,0.050687097,0.027081355,0.006845058,0.006648601,0.000816791,0.000168576
Central Arizona College,9,Two-year (public and private not-for-profit),2,4,AZ,4021,Pinal,0.51980501,0.42484701,0.016930938,1.12E-05,65594.20756,53400,0.458846029,0.19480759,0.23486999,0.25846767,0.20546924,0.10638555,0.037229478,0.009246261,0.002559071,0.000635954
Central Carolina Community College,9,Two-year (public and private not-for-profit),2,3,NC,37105,Lee,0.57392389,0.43892407,0.01114486,2.99E-05,63738.59621,57000,0.469035868,0.18055682,0.23129269,0.24860062,0.22826265,0.11128721,0.034810588,0.01395893,0.002879324,6.09E-05
Central Carolina Technical College,9,Two-year (public and private not-for-profit),2,3,SC,45085,Sumter,0.60394734,0.39048141,0.010536547,0,51362.61869,40600,0.392203886,0.27657214,0.27204001,0.22811587,0.16201095,0.061260954,0.018757472,0.005228011,0.000139836,2.31E-05
Central College,6,Selective private,1,2,IA,19125,Marion,0.59307766,0.75761187,0.009312517,0.000790958,110612.775,87700,0.650072263,0.035016622,0.11813613,0.22802544,0.31436551,0.30445635,0.13599041,0.06575834,0.009596091,6.87E-05
Central Community College,9,Two-year (public and private not-for-profit),2,2,NE,31079,Hall,0.55843741,0.58858949,0.009871045,0,62759.31933,56600,0.475073872,0.13151333,0.23422383,0.32472631,0.23876831,0.070768245,0.028389929,0.012743748,0.002052618,9.63E-08
Central Connecticut State University,5,Selective public,1,1,CT,9003,Hartford,0.49430364,0.52908772,0.014561397,0.000667064,104581.3845,93300,0.663732088,0.05061036,0.10825457,0.16859604,0.31301624,0.3595227,0.14420708,0.043641295,0.004709914,0.000269641
Central Georgia Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13153,Houston,0.65714288,0.27714461,0.009280959,4.81E-05,47888.52474,33600,0.343031863,0.36186621,0.28114435,0.16398613,0.13049597,0.062507242,0.023456739,0.002861663,0.000603935,0.0001292
Central Methodist University,6,Selective private,1,2,MO,29089,Howard,0.51215279,0.66388357,0.01253188,0.003494827,77169.68938,66000,0.551949654,0.084834293,0.17985511,0.30542454,0.26669103,0.16319506,0.062764555,0.024506124,0.001232764,7.35E-05
Central Michigan University,5,Selective public,1,2,MI,26073,Isabella,0.60200667,0.64899361,0.010340575,0.000298447,112044.4632,98300,0.6897157,0.043737322,0.085741848,0.1716128,0.29306608,0.40584195,0.17767414,0.059556484,0.005869707,0.000129065
Central New Mexico Community College,9,Two-year (public and private not-for-profit),2,4,NM,35001,Bernalillo,0.51316422,0.38035893,0.01441014,7.43E-05,66972.26994,54500,0.468295009,0.19610479,0.23237987,0.22694471,0.20582892,0.1387417,0.050161894,0.019378321,0.002732884,0.000289135
Central Ohio Technical College,9,Two-year (public and private not-for-profit),2,2,OH,39089,Licking,0.63339919,0.53683203,0.017037578,3.25E-05,66213.68552,62200,0.504279873,0.11529409,0.22088629,0.27482384,0.29279384,0.096201979,0.036359504,0.020002546,0.000782366,1.96E-05
Central Oregon Community College,9,Two-year (public and private not-for-profit),2,4,OR,41017,Deschutes,0.51796007,0.50956106,0.011418321,0,97126.77408,68200,0.552724438,0.11042752,0.17806211,0.25801617,0.25533202,0.19816221,0.10305332,0.063171662,0.01248555,0.001736776
Central Penn College,10,Four-year for-profit,1,1,PA,42041,Cumberland,0.77793103,0.62044829,0.005842939,3.84E-05,72336.46977,66800,0.545081418,0.091100037,0.18333235,0.30559152,0.28542319,0.13455284,0.048962798,0.021039329,0.000885412,0.000885412
Central Piedmont Community College,9,Two-year (public and private not-for-profit),2,3,NC,37119,Mecklenburg,0.51327181,0.41521946,0.008883052,0,92559.54673,71200,0.561136318,0.12285537,0.18156567,0.21297535,0.23614706,0.24645649,0.11513934,0.052212965,0.006675948,0.000433374
Central State University,5,Selective public,1,2,OH,39057,Greene,0.54010028,0.19629507,0.020660078,0,52515.042,40300,0.399521073,0.23948643,0.31469154,0.21223468,0.15662128,0.076966211,0.031977657,0.007459865,7.11E-05,2.27E-05
Central Texas College District,9,Two-year (public and private not-for-profit),2,3,TX,48027,Bell,0.32609484,0.51249754,0.037428249,0.000215437,61043.82604,51800,0.450453408,0.19599943,0.24255061,0.25908089,0.2023696,0.099999472,0.032442741,0.010570347,0.001090145,9.12E-05
Central Virginia Community College,9,Two-year (public and private not-for-profit),2,3,VA,51680,Lynchburg City,0.53596163,0.55700481,0.006800067,3.88E-06,78032.30586,68600,0.544952135,0.10964057,0.18007098,0.25320226,0.29191726,0.16516903,0.057960797,0.025959348,0.002676726,3.24E-05
Central Washington University,5,Selective public,1,4,WA,53037,Kittitas,0.53757709,0.63380742,0.013766491,0.00083519,115641.1131,97100,0.681560286,0.054754861,0.089585133,0.16183552,0.29051191,0.4033125,0.16891204,0.074459136,0.010038604,0.000821039
Central Wyoming College,9,Two-year (public and private not-for-profit),2,4,WY,56013,Fremont,0.59243697,0.54701012,0.022614108,0.001228705,67205.53057,52100,0.45667901,0.19409195,0.22773919,0.28563023,0.20294876,0.089589842,0.037713215,0.016405467,0.002994871,0.001254797
Centralia College,7,Nonselective four-year public,1,4,WA,53041,Lewis,0.52451706,0.51344478,0.016559748,0,79800.97636,66300,0.52435051,0.13729216,0.18164127,0.25689822,0.2809059,0.14326243,0.058617365,0.021827705,0.002998152,0.001442487
Centre College Of Kentucky,4,Highly selective private,1,3,KY,21021,Boyle,0.55000001,0.6840238,0.00691677,0.001396822,192429.8266,111000,0.744182379,0.025133079,0.074178144,0.14329864,0.26771101,0.4896791,0.33675039,0.20979947,0.047270928,0.002253679
Cerritos Community College,9,Two-year (public and private not-for-profit),2,4,CA,6037,Los Angeles,0.52829599,0.36271802,0.033037066,0.000360824,56123.49818,45500,0.420908526,0.23391293,0.26428977,0.2457314,0.16574694,0.090319023,0.028967435,0.009116232,0,0
Certain Colorado Community Colleges,9,Two-year (public and private not-for-profit),2,4,CO,8001,Adams,0.51655984,0.46098489,0.013612651,0.000274739,89405.63749,70800,0.55633114,0.12505363,0.17518488,0.2194697,0.25373232,0.22655956,0.10069311,0.042917244,0.006348209,0.000613076
Chabot-Las Positas Community College District,9,Two-year (public and private not-for-profit),2,4,CA,6001,Alameda,0.49657103,0.41821817,0.015573887,3.51E-05,101121.464,84000,0.614270591,0.092919216,0.14164805,0.19660956,0.24656263,0.32226056,0.14778621,0.049529083,0.00639301,0.000876225
Chadron State College,5,Selective public,1,2,NE,31045,Dawes,0.54812098,0.68929827,0.019025898,0.000803805,72584.39897,68100,0.530354808,0.10851479,0.19772686,0.27556479,0.27668929,0.14150423,0.054927595,0.026917947,0.003249825,0
Chaffey Community College,9,Two-year (public and private not-for-profit),2,4,CA,6071,San Bernardino,0.53472883,0.42757747,0.017686883,0.00022481,76332.50965,66300,0.529770218,0.14693554,0.18849498,0.22492571,0.24177757,0.19786617,0.06486734,0.021992279,0.002581923,5.87E-05
Chaminade University Of Honolulu,6,Selective private,1,4,HI,15003,Honolulu,0.54171705,0.50743365,0.034261223,0,79499.56704,66600,0.526490535,0.15715286,0.18067917,0.21306194,0.25794584,0.19116025,0.078513481,0.038306702,0.00485519,6.72E-06
Champlain College,6,Selective private,1,1,VT,50007,Chittenden,0.53256702,0.55183423,0.017630156,0.000779234,124026.1553,85200,0.64132994,0.071677029,0.12509334,0.19379205,0.27462536,0.33481231,0.19109863,0.096056946,0.02244243,0.001686263
Chapman University,4,Highly selective private,1,4,CA,6059,Orange,0.57103372,0.56117231,0.017024867,0.001599682,233063.9002,109600,0.713686339,0.053395603,0.088427097,0.14923328,0.21186167,0.49708232,0.31340426,0.19515698,0.052809216,0.009395609
Charles Stewart Mott Community College,9,Two-year (public and private not-for-profit),2,2,MI,26049,Genesee,0.54580337,0.45090249,0.008136056,2.79E-05,83086.51094,78800,0.575906856,0.12730539,0.14173152,0.19111688,0.29733542,0.2425108,0.078909479,0.018773589,0.00351686,5.80E-05
Charleston Southern University,6,Selective private,1,3,SC,45019,Charleston,0.63722825,0.58523548,0.021454673,0.00140604,88515.8099,70500,0.572594047,0.11976121,0.1658362,0.23295052,0.25513369,0.22631836,0.11758807,0.051816653,0.00602341,0.000148484
Chatham University,6,Selective private,1,1,PA,42003,Allegheny,0.98666668,0.51998746,0.016273953,4.34E-05,98628.7274,71200,0.569233714,0.10032528,0.16995484,0.24149461,0.24404053,0.24418479,0.14102921,0.085255995,0.007308354,0.000848388
Chattahoochee Technical College,9,Two-year (public and private not-for-profit),2,3,GA,13067,Cobb,0.47348768,0.4011977,0.013216591,5.72E-05,84297.88281,70800,0.551544805,0.12042069,0.19358207,0.20676914,0.24764575,0.23158231,0.097277947,0.04229467,0.00252404,0.0001664
Chattahoochee Valley Community College,9,Two-year (public and private not-for-profit),2,3,AL,1113,Russell,0.60646385,0.41069409,0.021467324,0.000129186,62115.03906,48300,0.456215461,0.22959557,0.25515464,0.20055541,0.19610067,0.1185936,0.039763127,0.017370444,0.003060959,0.000255071
Chattanooga State Community College,9,Two-year (public and private not-for-profit),2,3,TN,47065,Hamilton,0.52389878,0.49538848,0.015062478,0.000243395,75404.91449,61800,0.504485808,0.15991968,0.20331945,0.23827511,0.2373995,0.16108619,0.05954745,0.020686448,0.002628832,0.00028999
Chemeketa Community College,9,Two-year (public and private not-for-profit),2,4,OR,41047,Marion,0.5205192,0.52319223,0.012328122,0.000201779,75356.92375,66100,0.530942742,0.13103221,0.18136886,0.24989215,0.27497718,0.16272961,0.05462544,0.025156107,0.002023017,1.45E-05
Chesapeake College,9,Two-year (public and private not-for-profit),2,3,MD,24035,Queen Anne's,0.58682632,0.47219369,0.014860309,1.94E-05,72342.70171,65500,0.522197877,0.15893093,0.19299686,0.21015455,0.26315847,0.17475918,0.056297872,0.024071991,0.00297279,0.000214225
Chestnut Hill College,6,Selective private,1,1,PA,42101,Philadelphia,0.83625734,0.43626398,0.014189931,0.000126967,85882.13542,76600,0.573786477,0.080211788,0.21783096,0.20876962,0.2636556,0.22953191,0.081609525,0.016928766,0.001111787,0.000353288
Cheyney University Of Pennsylvania,5,Selective public,1,1,PA,42045,Delaware,0.49706745,0.12473197,0.023012543,0,49417.09597,38600,0.375882234,0.27863061,0.32551664,0.21436997,0.12566902,0.055813823,0.031590983,0.008811885,0.000208896,4.23E-05
Chicago State University,5,Selective public,1,2,IL,17031,Cook,0.71143085,0.17575735,0.036516991,3.10E-05,51843.76085,43700,0.398387312,0.25747424,0.26945236,0.23220672,0.1614275,0.079439186,0.01283491,0.002791261,0.000512709,3.63E-05
Chipola College,7,Nonselective four-year public,1,3,FL,12063,Jackson,0.51313484,0.49437055,0.008406901,0.000170017,63056.5625,51800,0.455045799,0.21384507,0.23631319,0.21643563,0.24007756,0.093328543,0.030915346,0.014215896,0.000515779,0.0001292
Chippewa Valley Technical College,9,Two-year (public and private not-for-profit),2,2,WI,55035,Eau Claire,0.47410893,0.59211111,0.01684336,0,74736.92418,66900,0.527249525,0.10428528,0.18281147,0.30294406,0.28813383,0.12182534,0.040479191,0.021300908,0.004347325,4.04E-05
Christian Brothers University,6,Selective private,1,3,TN,47157,Shelby,0.49784791,0.57391977,0.02648765,0.002811567,144483.7004,97600,0.661530025,0.065602966,0.12154903,0.15170237,0.26956305,0.39158261,0.22909066,0.12872165,0.021787895,0.004365269
Christopher Newport University,5,Selective public,1,3,VA,51700,Newport News City,0.59299958,0.60644472,0.010826487,0.000400446,101743.3676,92500,0.66620822,0.049734365,0.095811263,0.18565997,0.33060637,0.33818808,0.13542372,0.04695804,0.004229637,1.82E-05
Cincinnati Christian University,8,Nonselective four-year private not-for-profit,1,2,OH,39061,Hamilton,0.49321267,0.845846,0.003745617,0.000147793,101239.9505,74400,0.610173404,0.065313846,0.090320595,0.26277971,0.31581977,0.26576608,0.10784278,0.042069707,0.005910465,0.000383827
Cincinnati State Technical & Community College,9,Two-year (public and private not-for-profit),2,2,OH,39061,Hamilton,0.48999575,0.43960771,0.007278363,8.23E-06,76086.0012,68800,0.538747265,0.12702498,0.18250492,0.23359509,0.28898102,0.16789402,0.059826992,0.024090493,0.002066766,2.48E-05
Cisco College,9,Two-year (public and private not-for-profit),2,3,TX,48133,Eastland,0.51495725,0.52343524,0.028757729,0,61954.15924,53600,0.45658809,0.18150912,0.23102507,0.28384912,0.22415249,0.079464108,0.0316884,0.018529985,0.004076834,0.000139507
Citadel - The Military College Of South Carolina,5,Selective public,1,3,SC,45019,Charleston,0.05358436,0.66932344,0.019621627,0,146210.8855,106800,0.715968957,0.043771118,0.08003179,0.14568144,0.26153904,0.46897662,0.25989813,0.14215226,0.024630979,0.001505703
Citrus Community College,9,Two-year (public and private not-for-profit),2,4,CA,6037,Los Angeles,0.5257715,0.41265777,0.0204411,0.000891676,77666.00098,66500,0.537398716,0.14061031,0.18883803,0.22093631,0.24069507,0.20892018,0.0889415,0.027103774,0.00403653,0.000156598
City College Of New York - CUNY,5,Selective public,1,1,NY,36061,New York,0.47223812,0.38075513,0.11723747,0.004584892,54008.8998,35500,0.377118508,0.32546476,0.27965024,0.16806409,0.11846089,0.10835999,0.051773727,0.017143482,0.002335155,1.72E-05
City Colleges Of Chicago,9,Two-year (public and private not-for-profit),2,2,IL,17031,Cook,0.61105335,0.24427831,0.027052514,0.000323175,52773.57552,39400,0.381869574,0.28944212,0.28959864,0.20344295,0.14214964,0.07536675,0.024147619,0.009019015,0.00169045,0.000302223
Clackamas Community College,9,Two-year (public and private not-for-profit),2,4,OR,41005,Clackamas,0.47110114,0.49449268,0.011399943,0,84703.94166,73400,0.573037594,0.097364634,0.15579762,0.2453302,0.2951971,0.20631057,0.07414294,0.033274226,0.003836865,0.000213734
Claflin University,6,Selective private,1,3,SC,45075,Orangeburg,0.66911763,0.24522418,0.035919443,9.56E-05,47542.23958,35400,0.357602348,0.31608564,0.32724491,0.17756058,0.12673719,0.05237164,0.014427496,0.005359346,0.00086995,0.000131102
Claremont Mckenna College,2,Other elite schools (public and private),1,4,CA,6037,Los Angeles,0.46992481,0.57537639,0.029592477,0.012494438,335092.9724,142000,0.782583563,0.043338105,0.060416773,0.099125788,0.16861159,0.62850773,0.47098017,0.3521474,0.13383201,0.015121774
Clarendon College,9,Two-year (public and private not-for-profit),2,3,TX,48129,Donley,0.41485506,0.54330939,0.034184813,0,59815.49644,50800,0.455342149,0.20852247,0.23832178,0.24693528,0.22474484,0.081475675,0.017471246,0.003281706,0.000710476,7.05E-05
Clarion University Of Pennsylvania,5,Selective public,1,1,PA,42031,Clarion,0.6134454,0.62836319,0.010521275,0,84457.06468,75500,0.586859582,0.075623177,0.14226678,0.26054302,0.30919233,0.21237472,0.07571765,0.027025154,0.001976739,0.000184674
Clark Atlanta University,6,Selective private,1,3,GA,13121,Fulton,0.71659267,0.19444919,0.033000425,0.001236012,74033.14395,54500,0.49007356,0.17830929,0.23744145,0.22206387,0.17288803,0.18929723,0.085837424,0.027889255,0.003107512,0.000434178
Clark College,9,Two-year (public and private not-for-profit),2,4,WA,53011,Clark,0.53063023,0.54283333,0.01020667,0.000417579,93273.28773,82100,0.608837282,0.075429775,0.13185968,0.21174413,0.33225536,0.24871109,0.091145031,0.038674019,0.004959137,0.000889964
